1
0930,LAE,GEOGRPHY,106780,3340,01,1,UGRD,"BIOGEOGRAPHY",1877,24,0,"Larson,Evan R",O,4,"BOE 0221 TTh 09:00 AM-10:18 AM;"
0930,BILSA,ACCTING,103101,4040,01,1,UGRD,"ADVANCED TAXATION",1885,30,0,"Moiz,Syed",O,3,"ULS 0113 TTh 03:30 PM-04:48 PM;"
0930,LAE,GEOGRPHY,106780,3340,L1,1,UGRD,"BIOGEOGRAPHY",1879,12,0,"Larson,Evan R",O,0,"BOE 0104 Th 11:00 AM-12:52 PM;"
0930,LAE,GEOGRPHY,106780,3340,L2,1,UGRD,"BIOGEOGRAPHY",1880,12,0,"Larson,Evan R",O,0,"BOE 0104 Th 01:00 PM-02:52 PM;"
0930,LAE,GEOGRPHY,102158,3630,01,1,UGRD,"GEOG LATIN AMERICA",1881,24,0,"Waugh,Richard",O,3,"BOE 0213 MWF 02:00 PM-02:52 PM;"
0930,LAE,GEOGRPHY,102176,4660,01,1,UGRD,"COOP FIELD EXPER",1882,5,0,"",O,1,"TBA"
0930,LAE,GEOGRPHY,102179,4920,01,1,UGRD,"INDEPENDENT STUDY IN GEOGRAPHY",1883,5,0,"",O,1,"TBA"
0930,BILSA,ACCTING,103089,3020,EX1,1,UGRD,"INTERMEDIATE ACCOUNTING II",1884,50,0,"",O,0,"TBA W 04:30 PM-06:50 PM;"
0930,BILSA,ACCTING,103102,4130,01,1,UGRD,"ADVANCED COST ACCOUNTING",1886,30,0,"Hammermeister,John",O,3,"ULS 0113 TTh 02:00 PM-03:18 PM;"
0930,BILSA,ACCTING,103103,4230,01,1,UGRD,"AUDITING I",1887,30,0,"Carothers,Todd",O,3,"ULR 0107 MWF 10:00 AM-10:52 AM;"
0930,LAE,PSYCHLGY,105894,3960,02,1,UGRD,"BEHAVIORAL RESEARCH I",1958,15,0,"Enright,Corinne",O,2,"WAR 0201 MWF 12:00 PM-12:52 PM;"
0930,BILSA,BIOLOGY,101412,3120,01,1,UGRD,"ANIMAL TISSUE CULTURE",2234,18,0,"Jarvis,Bruce",O,2,"BOE 0307 W 09:00 AM-09:52 AM;"
0930,BILSA,BIOLOGY,101420,3330,01,1,UGRD,"GENETICS",2240,30,0,"Haasl,Ryan J",O,3,"ULS 0115 MWF 12:00 PM-12:52 PM;"
0930,BILSA,BIOLOGY,101420,3330,02,1,UGRD,"GENETICS",2241,30,0,"Haasl,Ryan J",O,3,"ULS 0115 MWF 02:00 PM-02:52 PM;"
0930,BILSA,BIOLOGY,101428,3620,01,1,UGRD,"IMMUNOLOGY",2244,20,0,"Tufte,Marilyn J.",O,2,"BOE 0211 MF 01:00 PM-01:52 PM;"
0930,LAE,TEACHING,104171,4420,01,1,UGRD,"ORAL LANG AND EMERG LITERACY",2249,20,0,"Hollingsworth,Lindsay K",O,3,"DOU 0205A M 12:00 PM-01:52 PM;"
0930,LAE,TEACHING,106783,4560,01,1,UGRD,"STUDENT TCHG 10-21 SECONDARY",2295,40,0,"Hogan,Kerry F.",O,6,"TBA;"
0930,LAE,TEACHING,104179,4620,01,1,UGRD,"TEACHING TRANSESCENTS",2298,25,0,"Monhardt,Leigh",O,2,"DOU 0205A T 07:00 PM-08:52 PM;"
0930,BILSA,INDUSTDY,105350,1030,L2,1,UGRD,"INTRO TO MANUFACTURING",2301,30,0,"Steck,Francis X.",O,0,"RUS 0104 W 01:00 PM-02:52 PM;"
0930,LAE,TEACHING,106784,4660,01,1,UGRD,"STUDENT TEACHING B-21",2302,40,0,"Hogan,Kerry F.",O,6,"TBA;"
0930,LAE,TEACHING,106784,4660,03,1,UGRD,"STUDENT TEACHING B-21",2304,40,0,"Hogan,Kerry F.",O,6,"TBA;"
0930,BILSA,INDUSTDY,103476,1430,L1,1,UGRD,"INTRO TO METALS PROCESSES",2330,16,0,"Rimel,Eric",O,0,"RUS 0009 W 02:00 PM-03:52 PM; RUS 0011 W 02:00 PM-03:52 PM;"
0930,BILSA,INDUSTDY,103476,1430,L2,1,UGRD,"INTRO TO METALS PROCESSES",2331,16,0,"Metzloff,Kyle",O,0,"RUS 0009 Th 08:00 AM-09:52 AM; RUS 0011 Th 08:00 AM-09:52 AM;"
0930,LAE,MUSIC,102595,4920,16,1,UGRD,"INDEPENDENT STUDY",3489,5,0,"",O,1,"TBA"
0930,LAE,MUSIC,102595,4920,08,1,UGRD,"INDEPENDENT STUDY",3490,5,0,"Gregg,Matthew D",O,1,"TBA;"
0930,LAE,MUSIC,102595,4920,09,1,UGRD,"INDEPENDENT STUDY",3491,5,0,"Lienert,Keith",O,1,"TBA;"
0930,LAE,MUSIC,102595,4920,13,1,UGRD,"INDEPENDENT STUDY",3492,5,0,"Mackey,Corey Richard",O,1,"TBA;"
0930,LAE,MUSIC,102595,4920,07,1,UGRD,"INDEPENDENT STUDY",3493,5,0,"Medisky,Laura M",O,1,"TBA;"
0930,LAE,MUSIC,102595,4920,11,1,UGRD,"INDEPENDENT STUDY",3494,5,0,"Carlson,Carol Elizabeth",O,1,"TBA;"
0930,LAE,MUSIC,102595,4920,14,1,UGRD,"INDEPENDENT STUDY",3495,5,0,"",O,1,"TBA"
0930,LAE,MUSIC,102638,7980,01,1,GRAD,"INDEP STUDY IN MUSIC",3497,15,0,"Dickey,Thomas Taylor",O,1,"TBA;"
0930,LAE,PHYSED,103944,1410,L1,1,UGRD,"SWIMMING",3537,36,0,"Ringgenberg,Renee S",O,1,"WIL 0114 MW 11:00 AM-11:52 AM;"
0930,LAE,PHYSED,106676,1460,L2,1,UGRD,"YOGA / PILATES",3546,25,0,"Connolly,Pamela",O,1,"FIT 0162B TTh 09:00 AM-09:52 AM;"
0930,XUGRP,ACCTING,103082,2010,X2A,E2,XUG,"FINANCIAL ACCOUNTING",3591,10,0,"Borke,John C",O,3,"ULS 2100 TBA;"
0930,XUGRP,ACCTING,103083,2020,X2,E2,XUG,"MANAGEMENT ACCOUNTING",3592,10,0,"Borke,John C",O,3,"ULS 2100 TBA;"
0930,LAE,PHYSED,106676,1460,L1,1,UGRD,"YOGA / PILATES",3545,25,0,"Connolly,Pamela",O,1,"FIT 0162B MW 09:00 AM-09:52 AM;"
0930,XUGRP,ACCTING,103087,3000,X2,E2,XUG,"ACCTING ISSUES FOR MANAGERS",3593,10,0,"Moiz,Syed",O,3,"ULS 2100 TBA;"
0930,XUGRP,ACCTING,103088,3010,X2,E2,XUG,"INTERMEDIATE ACCOUNTING I",3594,10,0,"Borke,John C",O,3,"ULS 2100 TBA;"
0930,XUGRP,ACCTING,103089,3020,X2,E2,XUG,"INTERMEDIATE ACCOUNTING II",3595,10,0,"Borke,John C",O,3,"ULS 2100 TBA;"
0930,XUGRP,ACCTING,103092,3050,X2,E2,XUG,"ADVANCED ACCOUNTING I",3596,10,0,"Borke,John C",O,3,"ULS 2100 TBA;"
0930,XUGRP,ACCTING,103095,3230,X2,E2,XUG,"COST ACCOUNTING",3597,10,0,"Hammermeister,John",O,3,"ULS 2100 TBA;"
0930,XUGRP,ACCTING,103097,3530,X2,E2,XUG,"BUDGETS AND BUDGETARY CONTROL",3598,10,0,"Hammermeister,John",O,3,"ULS 2100 TBA;"
0930,XUGRP,BUSADMIN,105722,1300,X2A,E2,XUG,"GLOBAL BUSINESS",3599,10,0,"Krueger,George B",O,3,"ULS 2100 TBA;"
0930,XUGRP,BUSADMIN,105722,1300,X2B,E2,XUG,"GLOBAL BUSINESS",3600,10,0,"Collins,Thomas S",O,3,"ULS 2100 TBA;"
0930,XUGRP,BUSADMIN,103115,2330,X2A,E2,XUG,"LEADERSHIP AND MANAGEMENT",3601,10,0,"Lolwing,Gerald J",O,3,"ULS 2100 TBA;"
